ID,User,date,review,rating,type,sentiment
6,.*****1,"2024-04-17 22:14 | Phân loại hàng: Quần Jean,S",,,normal,
10,d4clj69bjh,"2023-06-15 17:14 | Phân loại hàng: QUẦN JEAN NHÚNG,M","Chất liệu: jeanMàu sắc: xanhĐúng với mô tả: đúngquần form đẹp, rộng đủ, 1m6-53kg rất vừa in đẹp tuyệt vời đáng tiền",,normal,"{'positive':100%,'negative':0%}"
11,daibac8666,2023-07-07 15:39 | Phân loại hàng: Xanh Rêu - XL,"Đúng với mô tả: đúngChất liệu: kakiMàu sắc: xanh rêuxinh xỉu luôn mọi người ơi, vải dày dặn chắc chắn, lên form siêu đỉnh, sốp tư vấn nhiệt tình rep nhanh, ship nhanh nhanh nhanh, mặc lên đỉnh y hình lun nha. Ủng hộ sốp dài dài",,normal,"{'positive':95%,'negative':0%}"
8,dangtruongnguyen6234,"2023-07-26 21:38 | Phân loại hàng: Quà tặng,L","Màu sắc: hồngChất liệu: vảiĐúng với mô tả: đúngQuần hơi lỏng form hơn mình tưởng tượng nhưng nói chung vẫn ưng, mình 1m65 68kg khó mặc đồ nên mua về phải lên lai các kiểu nên cũng kh sao nè. Mặc vừa nhưng mỗi cái dài quá thui. Ok nha mn ơiiii",,normal,"{'positive':60%,'negative':40%}"
20,darkcomedy,"2021-05-24 23:09 | Phân loại hàng: Đen,L","Quần vải mịn lắm á ! Form rộng nữa, lói chung là đẹp",,normal,"{'positive':100%,'negative':0%}"
20,dec28,"2024-04-29 15:37 | Phân loại hàng: Đen,M",,,normal,
17,diemquynh.quiin,"2022-12-15 14:25 | Phân loại hàng: Đen,M",Chất liệu: k bikMàu sắc: đenĐúng với mô tả: ok,,normal,"{'positive':60%,'negative':40%}"
10,dieulinh0801,"2023-11-14 00:56 | Phân loại hàng: QUẦN JEAN NHÚNG,S",Màu sắc: xanhgggChất liệu: jhong bietĐúng với mô tả: dung voi mo taXmdxfesJssvjssxvuo??::!,,normal,"{'positive':20%,'negative':80%}"
11,dinosaur1801,2023-06-26 13:17 | Phân loại hàng: Xanh Rêu - S,"Màu sắc: xanh rêuĐúng với mô tả: 10/10Chất liệu: jeanQuần đẹp, chất liệu đúng giá tiền. Cơ mà bụng quần siêu rộng so với một đứa một m58 44kí như mình dù đã là size S 🥲",,normal,"{'positive':90%,'negative':5%}"
11,dipdtn,"2024-04-05 18:07 | Phân loại hàng: Xanh Rêu Trơn,S","Chất liệu: tốtMàu nhạt hơn trong ảnh , nhưng giá rất oke , sản phẩm về cũng rất nhanh luôn ạ đáng tiền",,normal,"{'positive':80%,'negative':20%}"
13,djsjsjshsh,"2023-04-20 13:48 | Phân loại hàng: 5,S","Shop làm ăn uy tính, áo rất đẹp",,normal,"{'positive':100%,'negative':0%}"
18,doangialinh2709,"2023-06-12 14:22 | Phân loại hàng: Hình 8,S","đồ đẹp , dễ thương , chất lượng , mọi người nên ủng hộ shop nha , giao nhanh lúm",,normal,"{'positive':100%,'negative':0%}"
12,dohongthom1405,"2024-04-17 09:51 | Phân loại hàng: 11,M","Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng sản phẩm tốt như thế này.",,normal,"{'positive':100%,'negative':0%}"
18,dohongthom1405,"2024-04-17 09:51 | Phân loại hàng: Trắng nơ,M","Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng sản phẩm tốt như thế này.",,normal,"{'positive':100%,'negative':0%}"
7,duckymomo1312,"2024-07-27 20:45 | Phân loại hàng: Áo Trễ Vai,L",Sản phẩm đẹp rất hài lòng cảm ơn cửa hàng đóng gói cẩn thận đơn hàng cảm ơn vận chuyển giao hàng nhanh chóng sẽ ủng hộ thêm khi có cơ hội,,normal,"{'positive':100%,'negative':0%}"
17,duonghan64,"2023-03-29 17:31 | Phân loại hàng: Xanh Rêu,L",đẹp lắm luôn ắ đángg mua nhaaa,,normal,"{'positive':100%,'negative':0%}"
4,duonghonglien1611,"2024-02-29 21:19 | Phân loại hàng: Xám Đen,L",Ôi quần siêu đẹp hiccc thề đẹp dẫ mãn form màu đêpfu đỉnh sé ủng hộ,,normal,"{'positive':95%,'negative':5%}"
17,duongvi2403,"2023-01-09 19:36 | Phân loại hàng: Xanh Rêu,XXL",@🫶: Nhưng sâu trong thâm tâm luôn mong có một người thấu hiểu đến và che chở @⫍ ⃢👁ܫ👁⃢ ⫎: giao tiếp phục vụ tốt thế còn đòi chi,,normal,"{'positive':0%,'negative':100%}"
20,dutehe,"2022-05-23 08:55 | Phân loại hàng: Đen,S",Quần xink lắm ạ,,normal,"{'positive':80%,'negative':20%}"
16,duynon549,"2024-06-06 15:20 | Phân loại hàng: Full Set,S",,,normal,
13,dww3nai17n,"2023-02-15 07:09 | Phân loại hàng: 2,XL",Chất liệu: hg bietMàu sắc: nâuĐúng với mô tả: cung đúnghàng đẹp lắm nma hơi chật aa (ảnh và vd chi để nhận xu aaa),,normal,"{'positive':70%,'negative':30%}"
14,e*****i,"2023-05-17 06:02 | Phân loại hàng: Áo Lưới Xám,XL",,,normal,
6,euphoriajk19,"2024-07-24 12:31 | Phân loại hàng: Thắt Lưng,M",Chất liệu: depMàu sắc: xamĐúng với mô tả: dung“The only way to do great work is to love what you do.”,,normal,"{'positive':0%,'negative':100%}"
16,f*****6,"2024-04-09 14:04 | Phân loại hàng: Full Set,M",,,normal,
14,fenny3538,"2022-11-09 17:33 | Phân loại hàng: Áo Lưới Trắng,M",Chất liệu: lenMàu sắc: trắng beĐúng với mô tả: khác 1 tí dầy hơn k thấy áo trong rõ nmak cũng đẹp,,normal,"{'positive':70%,'negative':30%}"
4,ffjdxrrdz6,"2024-02-21 17:12 | Phân loại hàng: Áo Thun Đen,S",Giao hàng k đủ số lượng,,normal,"{'positive':0%,'negative':100%}"
11,fql1bibg4l,2023-05-07 22:08 | Phân loại hàng: Xanh Rêu - XL,Màu sắc: xanh rêuĐúng với mô tả: chuẩnChất liệu: kakakakakakiKkkkkkkkkkkki,,normal,"{'positive':0%,'negative':100%}"
19,fuipham,"2023-12-17 14:30 | Phân loại hàng: Đen Dây Rút,S","Màu sắc: đen , size SĐúng với mô tả: HÀNG Y HÌNHQuần đẹp , như hình, shop tư vấn size S mặc vừa y, quần như mong đợi, nên mua. Shop tư vấn nhiệt tình. Đã mua hàng mấy lần ở shop rồi",,normal,"{'positive':100%,'negative':0%}"
13,fzwpztk7jl,"2024-02-29 13:27 | Phân loại hàng: 11,M",Đúng với mô tả: okeMàu sắc: đẹpChất liệu: vải rất oke mát,,normal,"{'positive':80%,'negative':20%}"
16,g*****3,"2024-04-15 20:04 | Phân loại hàng: Quần Ribbon Xám,S",,,normal,
17,g*****4,"2023-06-28 06:57 | Phân loại hàng: Đen,M",,,normal,
10,g*****6,"2023-04-09 13:05 | Phân loại hàng: QUẦN JEAN NHÚNG,XL",,,normal,
11,g*****v,2022-12-15 13:16 | Phân loại hàng: Nâu Rêu - M,,,normal,
18,gafifa0510,"2024-04-09 14:02 | Phân loại hàng: Blackpink,M",,,normal,
7,gfinn2606,2019-06-25 19:24,"Vải áo đẹp lắm, dày dặn, chuẩn form. Quần đẹp, vải mát và co dãn, tôn dáng cực kỳ, đùi mình to nhưng mà được shop tư vấn đúng size thì che được khuyết điểm ấy rồi. Ai còn phân vân thì cứ mua đi nhé, không hối hận đâu. Đồ đẹp vậy mà còn chê thì thôi :))) Sẽ ủng hộ shop dài.",,normal,"{'positive':95%,'negative':5%}"
10,h*****.,"2023-07-05 15:59 | Phân loại hàng: QUẦN JEAN NHÚNG,M",,,normal,
6,h*****0,"2024-07-14 07:24 | Phân loại hàng: Thắt Lưng,M",,,normal,
11,h*****3,2023-03-03 22:07 | Phân loại hàng: Xanh Rêu - M,,,normal,
10,h*****4,"2023-04-17 16:12 | Phân loại hàng: Áo 3 Lỗ Đen,M",,,normal,
14,h*****4,"2022-10-09 15:32 | Phân loại hàng: Áo Lưới Trắng,COMBO 5 ĐÔI VỚ",,,normal,
17,h*****4,"2023-04-17 16:12 | Phân loại hàng: Áo 3 lỗ Trắng,S",,,normal,
17,h*****5,"2022-12-21 13:08 | Phân loại hàng: Đen,M",,,normal,
12,h*****7,"2023-01-05 10:17 | Phân loại hàng: 4,XL",,,normal,
18,h*****7,"2024-03-31 09:38 | Phân loại hàng: Hoa cúc,S",,,normal,
11,h*****8,2023-06-05 17:44 | Phân loại hàng: Xanh Rêu - S,,,normal,
16,h*****9,"2024-06-03 12:45 | Phân loại hàng: Quần Ribbon Xám,M",,,normal,
16,h*****d,"2024-03-31 12:37 | Phân loại hàng: Quần Ribbon Xám,M",,,normal,
4,h*****h,"2023-12-24 08:31 | Phân loại hàng: Xám Đen,M",,,normal,
13,h*****h,"2022-10-29 16:34 | Phân loại hàng: 1,M",,,normal,
16,h*****h,"2024-04-04 15:19 | Phân loại hàng: Quần Ribbon Hồng,M",,,normal,
10,h*****n,"2024-01-09 09:43 | Phân loại hàng: QUẦN JEAN NHÚNG,L",,,normal,
4,h*****s,"2023-10-15 14:05 | Phân loại hàng: Xám Đen,XXL",,,normal,
11,h*****s,2022-08-24 11:59 | Phân loại hàng: XL,,,normal,
17,h*****s,"2023-09-29 10:54 | Phân loại hàng: Đen,S",,,normal,
19,h*****s,"2024-01-27 01:12 | Phân loại hàng: Đen Dây Rút,S",,,normal,
15,h0llokjty,2018-05-15 07:04,Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt,,normal,"{'positive':100%,'negative':0%}"
11,habaoquyen123,2022-12-13 12:10 | Phân loại hàng: Nâu Rêu - M,Chất liệu: jeanMàu sắc: rêuĐúng với mô tả: đúnghay mua hàng ở shop này mua lần nào cũng ưng hết xịn gì đâu á nên mua nhé mng,,normal,"{'positive':95%,'negative':5%}"
4,hadayy0209,"2024-04-25 13:43 | Phân loại hàng: Xám Đen,S","Chất vải tốt , nhân viên nhiệt tình lắm ah. Nên mua na. Vải mát lắm í",,normal,"{'positive':100%,'negative':0%}"
5,hadinh9610,"2023-07-12 17:54 | Phân loại hàng: XANH,S","Quần khá đẹp, nhưng nhiều chỉ thừa quá, chất mềm nói chung vừa với giá cả. Mình 1m50 sz vẫn bị dài quá phải lên gấu",,normal,"{'positive':60%,'negative':40%}"
13,haimy9923,"2022-12-23 13:08 | Phân loại hàng: 9,M","Chất liệu: ㅏㅐMàu sắc: beĐúng với mô tả: yessVải dày dặn áo form xinh y chang ảnh luôn nha mng, phù hợp giá tiền nên muaa",,normal,"{'positive':80%,'negative':20%}"
2,haiyen300618,"2024-06-17 09:16 | Phân loại hàng: Áo Trễ Vai Đen,XL","Áo xinh , form chuẩn y ảnh, m5 mang sz S là vừa đẹp, shop ship hàng nhanh, tư vấn nhiệt tình, nên mua nha mn",,bot,"{'positive':100%,'negative':0%}"
2,haiyen300618,"2024-06-17 11:49 | Phân loại hàng: Áo Trễ Vai Đen,XL","😘 Quần ống rộng basic dễ phối đồ, màu form xinh lắm á mấy bà, chất cũng dày dặn nữa. Nói chung đi học đi chơi đi làm gì đều mamg được tuốttt, rất chi nà ưngggg, shop cũng tư vấn size rất nhiệt tình, ship siêu nhanh.",,bot,"{'positive':100%,'negative':0%}"
4,haiyen300618,"2024-01-06 18:16 | Phân loại hàng: Áo Thun Oversize Đen,XL","10đ k có nhưng. Shop tv nhiệt tình, nhân viên thân thiện, giao hàng nhanhhh",,bot,"{'positive':90%,'negative':0%}"
4,haiyen300618,"2024-04-15 10:03 | Phân loại hàng: Áo Thun Oversize Đen,XL","đọc đánh giá thấy bảo mỏng nhưng không mỏng đâu mấy bà ơi, không phải cứ dày là xịn đâu, vải siêu đẹp, mềm mát, ít nhăn .Tui M50 mang sz S vừa đẹp luôn, form lên chuẩn, săn sale nên rẻ lắm, ncl siêu ưng luôn",,bot,"{'positive':100%,'negative':0%}"
4,haiyen300618,"2024-05-07 19:02 | Phân loại hàng: Áo Thun Oversize Đen,XL","Tr ui, tui m5 tưởng k bon chen được ai dè mamg sz S vừa luôn, hơi dài ống chút, mamg thêm giày cao là siêu hack dáng luôn, chất siêu đẹp, mịn, chuẩn form . Mn thắc mắc size cứ nt cho shop nhé, siêu nhiệt tình dth lắm",,bot,"{'positive':80%,'negative':20%}"
4,haiyen300618,"2024-05-08 14:29 | Phân loại hàng: Áo Thun Oversize Đen,XL","Quần siêu xinh, lên form xuông chứ không ôm đùi, rất đẹp, chất hàng quảng châu nên form chuẩn lắm, không có gì chê luôn, rcm mn nên mua nhé",,bot,"{'positive':100%,'negative':0%}"
4,haiyen300618,"2024-06-21 20:04 | Phân loại hàng: Quần Đen,S","Mình mua 2 màu đen và xám, cả 2 Màu đều đẹp. Ny mình mang đen còn mình mang xám, lên đồ bao xinh, siêu mê luôn, form chất vải đẹp lắm, đáng tiền nha mn",,bot,"{'positive':100%,'negative':0%}"
4,haiyen300618,"2024-06-21 20:06 | Phân loại hàng: Quần Đen,S","Mình mua 2 màu đen và xám, cả 2 Màu đều đẹp. Ny mình mang đen còn mình mang xám, lên đồ bao xinh, siêu mê luôn, form chất vải đẹp lắm, đáng tiền nha mn",,bot,"{'positive':100%,'negative':0%}"
6,haiyen300618,"2024-03-29 13:09 | Phân loại hàng: Croptop,XL","Cả 2 Màu đều xinh ạ, săn sale áp mã còn 175k/ quần, siêu rẻ mà được em quần quá chất lượng, nên mua nha mn",,bot,"{'positive':100%,'negative':0%}"
6,haiyen300618,"2024-05-08 14:19 | Phân loại hàng: Xanh Denim,XL","Quần vải đẹp lắm mấy bà, dày dặn, form đẹp, không bí mồ hôi, mua về cứ sợ bị nhăn mà mua về không cần ủi luôn, vải cực kì ưng luôn, mong shop ra nhiều mẫu quần vải dạng như này nữa, Thả quả ảnh feedback của tui cho mấy bà ytam mà mua, dứt liền cho tuôiii",,bot,"{'positive':100%,'negative':0%}"
6,haiyen300618,"2024-06-21 20:04 | Phân loại hàng: Croptop,XL","Quần vải dày dặn, y hình, lên form đẹp, shop tvan nhiệt tình, ưng nhaaa",,bot,"{'positive':100%,'negative':0%}"
6,haiyen300618,"2024-06-21 20:06 | Phân loại hàng: Croptop,XL","Quần vải dày dặn, y hình, lên form đẹp, shop tvan nhiệt tình, ưng nhaaa",,bot,"{'positive':100%,'negative':0%}"
7,haiyen300618,"2024-04-04 10:20 | Phân loại hàng: Áo Trễ Vai,XL","Set xinh lắm nha, vải siêu đẹp luôn, t cần gấp nên shop ship nhanh như 1 cơn gió, đáng tiền nha mn",,bot,"{'positive':100%,'negative':0%}"
11,haiyen300618,"2024-04-12 08:56 | Phân loại hàng: Xám Mài Bạc,XL","Mua 2 quần quần nào cũng xinh, với giá 175k áp mã nữa thì không có gì để chê, quần form chất quảng châu nên sờ vải mềm lắm, ưng quá 🖐️",,bot,"{'positive':100%,'negative':0%}"
16,haiyen300618,"2024-03-24 16:45 | Phân loại hàng: ÁO CAD ĐEN,M","Quần xinh lắm mấy bà , ảnh bên ngoài sáng hơn trong hình xíu nhưng tui thích màu bên ngoài hơn, nhìn tôn dáng dã man, lên form okella lắm,",,bot,"{'positive':100%,'negative':0%}"
16,haiyen300618,"2024-03-24 16:50 | Phân loại hàng: Quần Ribbon Xám,XL",10đ không có nhưnggg. Nhất định sẽ mua tiếp ạ,,bot,"{'positive':90%,'negative':10%}"
16,haiyen300618,"2024-04-12 08:48 | Phân loại hàng: Quà Tặng,XL","Set xinh lắm nha, vải siêu đẹp luôn, t cần gấp nên shop ship nhanh như 1 cơn gió, đáng tiền nha mn",,bot,"{'positive':100%,'negative':0%}"
16,haiyen300618,"2024-04-13 13:46 | Phân loại hàng: Quà Tặng,XL",,,bot,
18,haiyen300618,"2024-03-24 16:49 | Phân loại hàng: Rockmore,L","Mua cả set xinh lúmmmm, hoa nhí nhìn xinh yêu gheee, chất đẹp lắm mấy bà ơi, mê",,bot,"{'positive':100%,'negative':0%}"
18,haiyen300618,"2024-03-24 16:51 | Phân loại hàng: Columbia,L",Shop tv nhiệt tình. Giao hangg nhanhhhh,,bot,"{'positive':95%,'negative':5%}"
20,haiyen300618,"2024-03-29 13:05 | Phân loại hàng: Áo đen,XS",,,bot,
20,haiyen300618,"2024-03-29 20:47 | Phân loại hàng: Áo đen,XS",,,bot,
20,haiyen300618,"2024-03-31 16:45 | Phân loại hàng: Áo đen,XS",,,bot,
20,haiyen300618,"2024-06-17 09:16 | Phân loại hàng: Đen,XXL","Tr ui cái quần chưa tới 200k mà đẹp nhức nachh, mình cao m5 mamg size s vừa vặn luôn nhé, vải mịn đẹp form lên rộng rộng, tôn dáng lắm, shop rất có tâm luôn, nên mua nha mn",,bot,"{'positive':100%,'negative':0%}"
20,haiyen300618,"2024-06-17 11:49 | Phân loại hàng: Đen,XXL","Áo xinh , form chuẩn y ảnh, m5 mang sz S là vừa đẹp, shop ship hàng nhanh, tư vấn nhiệt tình, nên mua nha mn",,bot,"{'positive':100%,'negative':0%}"
7,haiyennguyen2001,2019-10-06 21:54 | Phân loại hàng: Set Áo Vest + Quần T,Yên tâm mua nhennn xịn y ảnh,,normal,"{'positive':100%,'negative':0%}"
11,halocondien,2023-03-02 12:35 | Phân loại hàng: Xanh Rêu - L,Quần lên from chuẩn xinh giống hình Chất vải kh mỏng kh dễ bị nhăn quá ư Tiền nào của ấy thoi nên là đừng sợ mắc nha Với mọi người nên mua chuẩn size của mình luon nha đừng sợ chật,,normal,"{'positive':30%,'negative':70%}"
11,halrquyen_1102,2023-02-19 13:58 | Phân loại hàng: Xanh Rêu - S,"Chất liệu: kbMàu sắc: xanh rêuĐúng với mô tả: quần đẹp lắm , mặc lên nhìn người to ra hẳn fom chuẩn luôn . Mình gầy nên hơi rộng eo . 10 điểm",,normal,"{'positive':100%,'negative':0%}"
20,hanbuingocthu,"2019-10-30 12:25 | Phân loại hàng: Đen,L",Quần siêu mát và chất không hề nhăn cực ưng ý ạ ❤️,,normal,"{'positive':100%,'negative':0%}"
4,hangbui563,"2024-01-17 11:40 | Phân loại hàng: Đen,XL",,,normal,
11,hangnguyen8624,2022-09-16 11:26 | Phân loại hàng: L,"Chất liệu: kakiMàu sắc: rêuVải đẹp lắm nha mọi người, quần đẹp hơn mình mong đợi :^",,normal,"{'positive':100%,'negative':0%}"
14,hanhat9208,"2023-03-02 11:53 | Phân loại hàng: Áo Lưới Xám,S","Mình đặt size S nên chưa qua mông lắm, đặt hoả tốc shop hỗ trợ và tư vấn siêu nhanh luôn. Sẽ ủng hộ shop thêm",,normal,"{'positive':95%,'negative':5%}"
4,hanhueidn688,"2023-10-09 10:45 | Phân loại hàng: Xám Đen,M","chất liệu hơi mỏng cảm giác 300k không giống hình lắm nhưng from cũng xinh ạ, mình nghĩ giá tầm 250k oke hơn mình mới mặc 1 lần pass 180k bạn nào cần liên hệ zl 0567691479 nha 0:20 12báo cáo",,normal,"{'positive':60%,'negative':40%}"
17,hanun1909,"2022-12-03 10:22 | Phân loại hàng: Xanh Rêu,XL",Ny mk khen đẹp,,normal,"{'positive':0%,'negative':100%}"
20,hatechitam,"2021-05-08 20:29 | Phân loại hàng: Đen,L",Vải quần rất bóng mặc trông già nnshdndndhdbxbbxbxbxnxnxnxnxnnxnxnxnxnxnxndnxnnxnxxn 0:07,,normal,"{'positive':0%,'negative':100%}"
4,hauyenfood,"2023-12-12 21:55 | Phân loại hàng: Áo Thun Đen,M","Áo chất vải dày nha, mặc ôm đẹp. Nhưng bờ vai t hơi rộng nên mặc ko ổn lắm, chắc nhượng người bờ vai nhỏ 😂",,normal,"{'positive':60%,'negative':40%}"
6,hhthyx,"2022-11-21 22:04 | Phân loại hàng: Trắng,L",áo đúng form và dày dặn xinh lắm ạ,,normal,"{'positive':100%,'negative':0%}"
13,hienbui.bm,"2024-01-14 13:58 | Phân loại hàng: 5,XL",Giao k đúng mẫu,,normal,"{'positive':0%,'negative':100%}"
12,hinna132260,"2023-04-28 16:15 | Phân loại hàng: 3,S","Xinh đẹp tuyệt vời, chất liệu nhìn cực kì thích. Nói chung là cho 10 điểm",,normal,"{'positive':100%,'negative':0%}"
8,hiuhiu391326,"2023-07-02 09:35 | Phân loại hàng: Hồng,M","quần đẹp lắm nha, quần như hình. chất liệu k quá dày cũng k quá mỏng. mặc mát thoải mái. 54kg mặc M là ok nha",,normal,"{'positive':95%,'negative':0%}"
7,hmynguyn523,"2024-03-14 11:18 | Phân loại hàng: Áo Trễ Vai,M","Màu sắc: denChất liệu: vaoĐúng với mô tả: dungHàng chuẩn và đẹp, nên mua ủng hộ shop nhe mn. Dep lam nhe ạ hinij",,normal,"{'positive':95%,'negative':5%}"
11,hnghip525,2023-06-23 17:20 | Phân loại hàng: Xanh Rêu - XL,"Chất liệu: tốtMàu sắc: xanh rêuĐúng với mô tả: bảng size k đúng chọn lớn hơn theo các bạn tư vấn vẫn bị chậtChất vải ok thích, feedback lại đúng màu thực tế nè",,normal,"{'positive':60%,'negative':40%}"
11,hngly493,2023-03-06 14:10 | Phân loại hàng: Xanh Rêu - XL,Đẹp dày dặn đúng from,,normal,"{'positive':90%,'negative':10%}"
10,hngthmchu854,"2023-06-08 14:30 | Phân loại hàng: QUẦN JEAN NHÚNG,S","Do mình cần gấp nên shop giao nhanh lắm nha , tư vấnnn nhiệt tình . Quần đẹp đáng tiền . Mình cao 1m53 nặng 43kg mặc size s vừa nè",,normal,"{'positive':95%,'negative':5%}"
12,hoacumeoden,"2023-12-11 20:13 | Phân loại hàng: 4,M","Màu sắc: beĐúng với mô tả: okChất liệu: kakiMua đồ của dicao là đẹp nha mụi ngừi yên tâm, mình mua nhiều rồi ưng bụng hết",,normal,"{'positive':100%,'negative':0%}"
4,hoaiiphuong99,"2023-11-21 15:02 | Phân loại hàng: Xám Đen,L",Màu sắc: xám đenĐúng với mô tả: ddusngChất liệu: vảiSản phẩm phù hợp giá tiền Đóng gói cẩn thận .,,normal,"{'positive':80%,'negative':20%}"
17,hoaithuong2818,"2022-11-01 02:32 | Phân loại hàng: Đen,L","sản phẩm rất tuyệt vờii , formmm đẹpp , nên mua",,normal,"{'positive':100%,'negative':0%}"
6,hoaithuongeri,"2024-08-07 09:26 | Phân loại hàng: Xanh Denim,S",Chất liệu: jeansMàu sắc: y hìnhQuần ống rộng như ống không rộng mà rộng eo ủa là sao Lên form mà xịt keo vải thì oke nhưng form xấu mà mình không dám mặc ống quần siêu xấu nói chung không giống hình bạn nào mua nên cân nhắc ạ,,normal,"{'positive':0%,'negative':90%}"
11,hoangthithithithiuyen,2023-10-19 17:17 | Phân loại hàng: Xanh Rêu - M,"Màu sắc: xanh rêuĐúng với mô tả: đúngChất liệu: vải mềm ,dày dặn ,ko điểm gì chê 10₫ 10₫1m6 nặng 47kg quất luôn size M nha ưng quá chừng ❤️",,normal,"{'positive':95%,'negative':0%}"
4,hoangyen16022004,"2024-02-24 11:18 | Phân loại hàng: Xám Đen,M",,,normal,
20,hohonganh06,"2021-01-15 18:42 | Phân loại hàng: Đen,L",OMG Lưng quần jean rộng lắm mng nên cân nhắc nha,,normal,"{'positive':95%,'negative':5%}"
11,hokhanhtran1607,2022-11-26 00:13 | Phân loại hàng: Kem - M,Sản phẩm giao vô cùng nhanh luôn mọi người ạ. Đã vậy mua trúng đợt giảm giá nên được giảm rất nhiều nữa chứ,,normal,"{'positive':100%,'negative':0%}"
14,hongan034,"2022-09-22 12:11 | Phân loại hàng: Áo Lưới Trắng,COMBO 5 ĐÔI VỚ","Chất liệu: lướiMàu sắc: trắngĐúng với mô tả: đúngTui mua chung với mấy món nữa được shop cho combo giảm giá quá đã 😆 .Tr ơi em áo lưới đẹp xuata sắc, form rộng rộng mamg đi biển hay đi chơi là ta nói hết nước chấmm. Sẽ tiếp tục ủng hộ shop ạ 🥰",,normal,"{'positive':100%,'negative':0%}"
17,hongan034,"2022-10-09 15:32 | Phân loại hàng: Xanh Rêu,Thắt Lưng","Chất liệu: KhakiMàu sắc: XanhĐúng với mô tả: ĐúngQuần xinh vải đẹp không có gì để chê luôn, shop tư vấn nhiệt tình, mình đặt mấy quần khác nữa mà quần nào cũng ưng, mình bảo cần gấp để đi nước ngoài nên shop ship nhanh như 1 cơn gió =)))). Nên mua nha mấy bà 8",,normal,"{'positive':100%,'negative':0%}"
17,honghoang6298,"2023-01-15 12:32 | Phân loại hàng: Xanh Rêu,XXL","Quần đẹp vải đẹp, shop tư vấn nhiệt tình. M8 90kí mặc xl rộng form rất đẹp giao hàng nhanh. Do quần form to nên mua nhỏ hơn 1 size mình nghĩ ổn",,normal,"{'positive':95%,'negative':5%}"
4,hongkhen2822003,"2023-12-24 12:29 | Phân loại hàng: Xám Đen,S","Quần đẹp ạ nhưng phải dài thêm xíu nữa là đẹp hơn, thời gian giao hàng nhanh",,normal,"{'positive':70%,'negative':30%}"
4,hongnhungcute999,"2024-07-16 16:17 | Phân loại hàng: Chun buộc tóc,S",Hình ảnh mang tính chất minh hoạ . Áo đẹp dày dặn nên mua nhé mọi người!,,normal,"{'positive':100%,'negative':0%}"
4,hongthnhv785,"2024-01-25 09:38 | Phân loại hàng: Xám Đen,M","Chất liệu: okMàu sắc: okĐúng với mô tả: okSản phẩm rất tuyệt vời, đã sử dụng rất nhiều lần và cảm thấy rất hài lòng",,normal,"{'positive':100%,'negative':0%}"
4,hongtrang071202,"2024-02-19 00:06 | Phân loại hàng: Chun buộc tóc,M","Chất liệu: daMàu sắc: đenĐúng với mô tả: đúngClmm áo đẹppp kinhh khủng, không nghĩ 300k mà mua đc cái áo đẹp thế luôn. Shop tư vấn nhiệt tình lắm ạ",,normal,"{'positive':100%,'negative':0%}"
7,hongvi204,"2021-02-06 18:08 | Phân loại hàng: FULL SET,M",Chất đẹp giao hàng nhanh vest hơi mỏng tí nhưng hợp thời tiết không quá nóng,,normal,"{'positive':80%,'negative':20%}"
16,hshshgs936,"2024-04-04 17:55 | Phân loại hàng: Quần Ribbon Hồng,S",,,normal,
13,hthuong292,"2023-05-18 23:13 | Phân loại hàng: 5,XL",Áo rất xinh c,,normal,"{'positive':100%,'negative':0%}"
11,htngoclan7,2022-10-14 02:29 | Phân loại hàng: Nâu Rêu - M,"Quần rất đẹp, vải dày, ít chỉ thừa,giao hàng nhanh sẽ ủng hộ lần sau",,normal,"{'positive':95%,'negative':5%}"
16,huenguenthanh,"2024-03-29 12:57 | Phân loại hàng: Quần Ribbon Xám,M",,,normal,
4,huyen.sdv,"2023-11-06 22:10 | Phân loại hàng: Xám Đen,M",,,normal,
11,huyentrang3tuw,2024-02-25 15:32 | Phân loại hàng: Đen - L,Chất liệu: JeanĐúng với mô tả: đúngMàu sắc: đenQuần dày dặn form đẹp. Giao hàng nhanh. Đóng gói cẩn thận. Hình ảnh nhận xu &:!,,normal,"{'positive':100%,'negative':0%}"
11,huykine01,2023-02-21 09:59 | Phân loại hàng: Đen - XL,Phải lói nà 1m67 68 mặc xl bao đẹp. Cắt đi 1 gấu là y chang mẫu luôn. Đẹp vjpro,,normal,"{'positive':90%,'negative':10%}"
17,huynhmy1306,"2023-04-10 08:22 | Phân loại hàng: Đen,XL",Chất liệu: vảiMàu sắc: đenĐúng với mô tả: 70%Nó rộng nên mn xem xét chọn size hợp lý nha huhuuuu Hình ảnh mang tchat lấy xu,,normal,"{'positive':40%,'negative':60%}"
18,huynhngocanhboo,"2023-07-25 11:40 | Phân loại hàng: Pennes,M",,,normal,
