ID,User,date,review
4,vanphuvu2003,"2024-02-23 13:11 | Phân loại hàng: Chun buộc tóc,M","Đúng với mô tả: hdjdncnGirl, close your eyes Let that rhythm get into you Don't try to fight it There ain't nothing that you can do Relax your mind Lay back and groove with mine You gotta feel that heat And we can ride the boogie Share that beat of love I wanna rock with you (all night) Dance you into day (sunlight) I wanna rock with you (all night) We're gonna rock the night away (rock, right) Out on the floor There ain't nobody there but us Girl, when you dance There's a magic that must be love Just take it slow 'Cause we got so far to go"
4,_ranqb65d1,"2024-01-21 18:38 | Phân loại hàng: Chun buộc tóc,S",Lên form bao xấu. Mặc vô mất cái thắt eo luôn! Nó suông đuộc như cái thun phi dị đó:))
4,p*****9,"2024-05-07 21:28 | Phân loại hàng: Xám Đen,S","2024-05-07 21:28 | Phân loại hàng: Xám Đen,S"
4,ffjdxrrdz6,"2024-02-21 17:12 | Phân loại hàng: Áo Thun Đen,S",Giao hàng k đủ số lượng
4,thuthao0809,"2023-12-06 01:12 | Phân loại hàng: Xám Đen,S","NẾU NGÀY MAI EM KHÔNG LÀM THƠ NỮA Nếu ngày mai em không làm thơ nữa Cuộc sống trở về bình yên Ngày nối nhau trên đường phố êm đềm Không nỗi khổ không niềm vui kinh ngạc Trận mưa xuân dẫu làm áo ướt Nhưng lòng em còn cảm xúc chi đâu Mùa đông về quên nỗi nhớ nhau Không xôn xao khi nắng hè đến sớm Chuyện hôm nay sẽ trở thành kỷ niệm Màu phượng chẳng nồng nàn trên lối ta đi Gió thổi nơi này không lạnh tới nơi kia Lời nói tâm tình trở nên nhạt nhẽo Nghe tiếng con tàu em không thể hiểu Tấm lòng anh trong mỗi chuyến đi xa Em không còn thấy nhớ những sân ga Những nơi đã đi, những nơi chưa hề đến Khát vọng anh dẫu hoà trong sóng biển Sóng xô bờ chẳng rộn đến tâm tư Một ngày nào đọc lại dòng thơ Âm điệu ấy chẳng còn gieo tiếng nhạc Chất men nào làm em choáng váng Cũng phai dần theo những tháng năm xa Như hòm thư không còn một phong thư Hết ngọn lửa lạ lùng, thôi màu mây phiêu bạt Ôi trời xanh - xin trả cho vô tận Trời không xanh trong đáy mắt em xanh Và trong em không thể còn anh Nếu ngày mai em không làm thơ nữa! (Xuân Quỳnh, 18-7-1967)"
4,x*****7,"2024-06-05 12:14 | Phân loại hàng: Xám Đen,S","2024-06-05 12:14 | Phân loại hàng: Xám Đen,S"
4,n*****0,"2024-06-14 12:19 | Phân loại hàng: Xám Đen,S","2024-06-14 12:19 | Phân loại hàng: Xám Đen,S"
4,n*****7,"2024-06-18 19:39 | Phân loại hàng: Xám Đen,L","2024-06-18 19:39 | Phân loại hàng: Xám Đen,L"
4,n*****5,"2024-06-23 06:59 | Phân loại hàng: Chun buộc tóc,S","2024-06-23 06:59 | Phân loại hàng: Chun buộc tóc,S"
4,haiyen300618,"2024-06-21 20:06 | Phân loại hàng: Quần Đen,S","Mình mua 2 màu đen và xám, cả 2 Màu đều đẹp. Ny mình mang đen còn mình mang xám, lên đồ bao xinh, siêu mê luôn, form chất vải đẹp lắm, đáng tiền nha mn"
4,haiyen300618,"2024-06-21 20:04 | Phân loại hàng: Quần Đen,S","Mình mua 2 màu đen và xám, cả 2 Màu đều đẹp. Ny mình mang đen còn mình mang xám, lên đồ bao xinh, siêu mê luôn, form chất vải đẹp lắm, đáng tiền nha mn"
4,xuanphuong.ng,"2024-05-13 11:51 | Phân loại hàng: Xám Đen,M","Chất lượng sản phẩm khá tốt. Đóng gói cẩn thận, giao hàng nhanh"
4,l*****9,"2023-01-10 15:21 | Phân loại hàng: Be,L","2023-01-10 15:21 | Phân loại hàng: Be,L"
4,ve30wwojr9,"2024-05-14 10:07 | Phân loại hàng: Xám Đen,S",Xinh
4,babyalexi,"2024-05-03 05:55 | Phân loại hàng: Xám Đen,M",Xuất sắc nhé
4,linhntt.19,"2024-03-05 16:23 | Phân loại hàng: Xám Đen,S",Mặc vừa xinh 🥰🥰🥰
4,m*****x,"2022-12-20 02:14 | Phân loại hàng: Đen,XL","2022-12-20 02:14 | Phân loại hàng: Đen,XL"
2,maithichbontam,"2024-07-16 13:58 | Phân loại hàng: Áo Trễ Vai Đen,XL","Áo xinh , mang được 2 kiểu mặt trước và sau luôn, m55 mang sz S là xinh, shop ship hàng nhanh, tư vấn nhiệt tình, nên mua nha mn"
2,maithichbontam,"2024-06-24 10:29 | Phân loại hàng: Áo Trễ Vai Đen,XL","Chất liệu: goodĐúng với mô tả: tốtMàu sắc: xanhquần y ảnh, lên form đẹp, chất mềm, mặc thoải mái,nên mua nha mb"
2,tutuxuanana,"2024-07-07 12:56 | Phân loại hàng: Áo Trễ Vai Đen,XL","Giao hàng nhanh, đúng màu đúng size mình đặt mặc lên bao đẹp, mê lắm ủng hộ shop dài nếu có thêm nhiều mẫu áo đẹp như vầy nhen"
2,maithichbontam,"2024-06-24 10:25 | Phân loại hàng: Áo Trễ Vai Đen,XL","Màu sắc: đenChất liệu: đẹpĐúng với mô tả: đẹpÁo đẹp lắm , form rộng thoải mái, chất mát, giá rẻ, nên mua nha mb"
2,thuhuong07,"2024-07-02 20:49 | Phân loại hàng: Áo Trễ Vai Đen,L","Màu sắc: ddenChất liệu: vảiĐúng với mô tả: đúngShop giao hàng đúng đủ, thân thiện, đóng gói rất cẩn thận ạ . Lần sau sẽ ủng hộ thêm ạ . Hình ảnh và video chỉ mang tính chất nhận xu"
2,maithichbontam,"2024-07-10 09:16 | Phân loại hàng: Áo Trễ Vai Đen,XL","Quá rẻ cho một em áo  chất lượng 10/10. Form siêu xinh, màu đẹp, mình rất ưng. Mình 50kg mamg sz M thấy khá thoải mái rộng rãi, sẽ tiếp tục ủng hộ shop 😘"
2,maithichbontam,"2024-07-16 13:58 | Phân loại hàng: Áo Trễ Vai Đen,XL","Áo xinh , mang được 2 kiểu mặt trước và sau luôn, m55 mang sz S là xinh, shop ship hàng nhanh, tư vấn nhiệt tình, nên mua nha mn"
2,maithichbontam,"2024-06-24 10:29 | Phân loại hàng: Áo Trễ Vai Đen,XL","Chất liệu: goodĐúng với mô tả: tốtMàu sắc: xanhquần y ảnh, lên form đẹp, chất mềm, mặc thoải mái,nên mua nha mb"
2,tutuxuanana,"2024-07-07 12:56 | Phân loại hàng: Áo Trễ Vai Đen,XL","Giao hàng nhanh, đúng màu đúng size mình đặt mặc lên bao đẹp, mê lắm ủng hộ shop dài nếu có thêm nhiều mẫu áo đẹp như vầy nhen"
2,maithichbontam,"2024-06-24 10:25 | Phân loại hàng: Áo Trễ Vai Đen,XL","Màu sắc: đenChất liệu: đẹpĐúng với mô tả: đẹpÁo đẹp lắm , form rộng thoải mái, chất mát, giá rẻ, nên mua nha mb"
2,thuhuong07,"2024-07-02 20:49 | Phân loại hàng: Áo Trễ Vai Đen,L","Màu sắc: ddenChất liệu: vảiĐúng với mô tả: đúngShop giao hàng đúng đủ, thân thiện, đóng gói rất cẩn thận ạ . Lần sau sẽ ủng hộ thêm ạ . Hình ảnh và video chỉ mang tính chất nhận xu"
2,maithichbontam,"2024-07-10 09:16 | Phân loại hàng: Áo Trễ Vai Đen,XL","Quá rẻ cho một em áo  chất lượng 10/10. Form siêu xinh, màu đẹp, mình rất ưng. Mình 50kg mamg sz M thấy khá thoải mái rộng rãi, sẽ tiếp tục ủng hộ shop 😘"
2,maithichbontam,"2024-07-10 09:15 | Phân loại hàng: Áo Trễ Vai Đen,XL","Quá rẻ cho một em áo  chất lượng 10/10. Form siêu xinh,chất đẹp, mình rất ưng. Mình 50kg mamg sz M thấy khá thoải mái rộng rãi, sẽ tiếp tục ủng hộ shop 😘"
2,tutuxuanana,"2024-07-09 18:27 | Phân loại hàng: Áo Trễ Vai Đen,XL","Giao hàng nhanh, đúng màu đúng size mình đặt mặc lên bao đẹp, mê lắm ủng hộ shop dài nếu có thêm nhiều mẫu áo đẹp như vầy nhen 😍"
2,4w5vt803q9,"2024-07-16 00:03 | Phân loại hàng: Xanh,XL",Màu sắc: xanhĐúng với mô tả: cóoooohình ảnh chỉ mang tính chất nhận xuuuuuuuuuuuuu
2,n*****n,"2024-07-14 01:29 | Phân loại hàng: Xanh,S","2024-07-14 01:29 | Phân loại hàng: Xanh,S"
2,chichichiiiiii,"2024-08-02 09:44 | Phân loại hàng: Áo Trễ Vai Đen,XL","Đã mua nhiều lần và vẫn hài lòng như ngày đầu tiên. Sản phẩm chất lượng, giá cả phải chăng nhé mọi người"
2,t*****g,"2023-04-19 22:51 | Phân loại hàng: Xanh,L","2023-04-19 22:51 | Phân loại hàng: Xanh,L"
2,s*****h,"2024-03-30 15:10 | Phân loại hàng: Xanh,M","2024-03-30 15:10 | Phân loại hàng: Xanh,M"
2,chichichiiiiii,"2024-08-08 15:35 | Phân loại hàng: Full set Áo + Quần,XL","Hàng rất đẹp, mình mua cả áo lẫn quần nên được giá rẻ so với chất lượng, quần lên form đẹp, siêu xinh ak, chuẩn như ảnh nhé, sẽ tiếp tục ủng hộ shop 💗"
2,chichichiiiiii,"2024-08-02 09:29 | Phân loại hàng: Áo Trễ Vai Đen,XL",Màu sắc: đenChất liệu: tốtĐúng với mô tả: tốtLúc đầu mình không kỳ vọng nhiều vì mua online. Nhưng khi nhận rất ok nha chất vải và mẫu đẹp so với giá tiền. Ship giao hành nhanh và thân thiện.
2,57_ubzsei0,"2024-08-05 08:24 | Phân loại hàng: Áo Trễ Vai Đen,M",Giao hàng nhanh đóng gói cẩn thận chất vải siêu mịn siêu mát luôn
2,chichichiiiiii,"2024-07-30 08:55 | Phân loại hàng: Áo Trễ Vai Đen,XL","Màu sắc: xanhĐúng với mô tả: đúngChất liệu: tốtQuần jean co giãn tốt, màu đẹp, giá rẻ hơn ngoài, shop tư vấn chu đáo, ship thân thiện."
2,tutuxuanana,"2024-06-10 13:09 | Phân loại hàng: Xanh Nhạt,XL","Chất liệu: khakiMàu sắc: đenĐúng với mô tả: đúngTr ui cái áo chưa tới 200k mà đẹp nhức nachh, mình cao m5 mamg size S okela luôn nha, vải đẹp nha, shop rất có tâm luôn, nên mua nha mn"
2,haiyen300618,"2024-06-17 11:49 | Phân loại hàng: Áo Trễ Vai Đen,XL","😘 Quần ống rộng basic dễ phối đồ, màu form xinh lắm á mấy bà, chất cũng dày dặn nữa. Nói chung đi học đi chơi đi làm gì đều mamg được tuốttt, rất chi nà ưngggg, shop cũng tư vấn size rất nhiệt tình, ship siêu nhanh."
2,haiyen300618,"2024-06-17 09:16 | Phân loại hàng: Áo Trễ Vai Đen,XL","Áo xinh , form chuẩn y ảnh, m5 mang sz S là vừa đẹp, shop ship hàng nhanh, tư vấn nhiệt tình, nên mua nha mn"
2,maithichbontam,"2024-06-26 10:31 | Phân loại hàng: Áo Trễ Vai Đen,XL",hàng đẹp xuất sắc
2,lungbe240,"2024-06-16 10:43 | Phân loại hàng: Áo Trễ Vai Đen,S",đẹp á
2,zajs2lsvmx,"2023-11-21 12:12 | Phân loại hàng: Xanh,XL",Đẹp lắm luôn
2,parkmeemee,"2024-06-19 00:35 | Phân loại hàng: Áo Trễ Vai Đen,XL",hữu ích?báo cáo
20,maithichbontam,"2024-06-24 10:17 | Phân loại hàng: Đen,XXL","Đúng với mô tả: đẹpMàu sắc: đenChất liệu: tốtQuần vải đẹp lắm mấy bà, dày dặn, form đẹp, không bí mồ hôi, mua về cứ sợ bị nhăn mà mua về không cần ủi luôn, vải cực kì ưng luôn, mong shop ra nhiều mẫu quần vải dạng như này nữa, Thả quả ảnh feedback của tui cho mấy bà ytam mà mua, dứt liền cho tuôiii"
20,haiyen300618,"2024-06-17 09:16 | Phân loại hàng: Đen,XXL","Tr ui cái quần chưa tới 200k mà đẹp nhức nachh, mình cao m5 mamg size  s vừa vặn luôn nhé, vải mịn đẹp form lên rộng rộng, tôn dáng lắm, shop rất có tâm luôn, nên mua nha mn"
20,leesandy849,"2020-07-05 02:36 | Phân loại hàng: Đen,XL",Chưa có về tay mình nên chưa biết thế nào. Nhưng thấy hình là ưng lắm. Mà shop rất chiều khách. Mình có việc cần nhận đồ trc dự tính mà shop vẫn giúp cho. Cảm ơn shop nhé
20,Người dùng Shopee,"2021-01-16 22:08 | Phân loại hàng: Đen,S","Sản phẩm bên shop rất ok ạ, quần đúng đẹp luôn á, sẽ ủng hộ tiếp shop lần sau ạ"
20,vumainhi,"2019-11-14 19:53 | Phân loại hàng: Đen,L","Ưng quần hơn áo ạ! Quần chất mát, form đẹp, rộng hơn bảng size 1 chút nhưng mà rộng còn hơn chật nhỉ🤣🤣🤣 Áo blazer form chuẩn, vai đứng nên trông tôn dáng lắm! E chụp kỉ yếu xog có hình sẽ gửi feedback cho shop nhé ạ! Rất ưngggg!!!! Các bn muốn mua cứ tin tưởng shop tư vấn nhé"
20,_.thhang_06,"2021-03-11 11:33 | Phân loại hàng: Đen,M",Quần đẹp  Vải ok  Giao nhanh cực  Giá ổn  Tư vấn nhiệt tình  Đóng gói ok
20,nngayun,"2024-05-23 07:26 | Phân loại hàng: Đen,L","Đúng với mô tả: ghihfhjjChất liệu: gghuđshjiihhhMàu sắc: vfhuiiihg@Hồng Hĩm:Sn 2k ở Tiên Hưng - Đông Hưng Fb nó : https://www.facebook.com/share/Mu1S1ns8QDzRKh2b/?mibextid=K35XfP😁😁😁 Goo Hye-sun thú nhận: “Tôi thực sự không có nhà” sau khi ngủ trên xe ô tô ở bãi đậu xe và rửa mặt bằng khăn giấy ướt. Hiện tại cô đang theo học Khoa Điện ảnh trường Đại học Sungkyunkwan.  Về lý do phải ngủ trên xe, ""Hiện tại tôi không có chỗ ở. Hiện tại tôi gần như là người vô gia cư. Tôi có nhà mẹ đẻ ở Seoul nên thường xuyên qua lại nhưng nếu có thì ngày thi hay ngày quan trọng, tôi mang xe và ở trong xe hoặc đến thư viện. Vì bãi xe ở ngay cạnh trường nên tôi đi học dễ dàng hơn.  Sau khi thức dậy, Goo Hye-sun dùng khăn giấy ướt rửa mặt, ăn mì ramen nấu trong nước ấm và ăn cơm ăn liền. Ngoài ra, cô còn vào nhà vệ sinh của trường, gội đầu bằng dầu gội khô.  Nữ diễn viên cho biết: ""Tôi vào Học viện Nghệ thuật Seoul lần đầu tiên vào năm 2003 nhưng đã bỏ học sau 6 tháng. Sau khi làm việc cật lực để kiếm sống, tôi vào Khoa Điện ảnh trường Đại học Sungkyunkwan vào năm 2011 và nghỉ học tạm thời. Gần 10 năm rồi mới đi học lại, đi học đến nay đã được 4 năm. Tôi 40 tuổi rồi, chênh lệch giữa tôi và sinh viên năm nhất là 20 năm”.VỤ CHÀNG TRAI “MÈO B.”: XUẤT HIỆN CLIP ĐÀM TRÚC (NGƯỜI NỮ TRONG CÂU CHUYỆN) LÊN TIẾNG XIN LỖI NHƯNG THỰC CHẤT LÀ SẢN PHẨM CỦA AI Tối 4/5, trên douyin bất ngờ lan truyền nhiều video có nội dung Đàm Trúc đứng ra xin lỗi vì đã không trân trọng những tình cảm và xin mọi người tha cho mình. Tuy nhiên, nhiều người cho rằng đây không phải Đàm Trúc thật mà chỉ là video làm từ trí tuệ nhân tạo AI nhằm câu view!  Hiện vẫn chưa có phản hồi chính thức từ người nữ trong sự việc.   Cre: Weibovietnam  Video dưới cmt 👇🏻  #tieuthittuoiĐÀM TRÚC TỪNG TÁN TỈNH VÀ GỬI TIỀN CHO MỘT CÔ GÁI TRONG THỜI GIAN VẪN QUEN VỚI MÈO B** Tháng 6 năm 2023 bà Đàm Trúc đã ngoaitinh sau lưng Mèo B** rồi, quan trọng là ngoaitinh với CON GÁI.  Mèo B** cày ngày cày đêm kiếm từng 20 tệ một, cô ta một buổi tối vung tay cho bồ 1314, 5200 không chớp mắt.  Đây là tin nhắn được bạn nữ bị Đàm Trúc tán tỉnh, sau khi biết chuyện không chịu nổi nữa đã lên douyin lên tiếng. ID là 没名字就是名字.  Nguồn: GTTXAACCT2019 #tieuthittuoi"
20,lelonglalilom,"2020-01-18 21:12 | Phân loại hàng: Đen,S",Quần hơi rộng đổi lại hàng đẹp hết chỗ chê. Sẽ luôn ungt hộ shop 😍
20,darkcomedy,"2021-05-24 23:09 | Phân loại hàng: Đen,L","Quần vải mịn lắm á ! Form rộng nữa, lói chung là đẹp"
20,t*****7,"2023-01-17 21:53 | Phân loại hàng: Đen,S","2023-01-17 21:53 | Phân loại hàng: Đen,S"
20,y*****.,"2020-08-19 15:56 | Phân loại hàng: Đen,M","2020-08-19 15:56 | Phân loại hàng: Đen,M"
20,minjie_shoes,"2022-06-16 12:01 | Phân loại hàng: Đen,XL","Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp. Shop phục vụ tốt"
20,binhpsnlt04,"2019-12-03 19:15 | Phân loại hàng: Đen,M",Chất vải mềm nhưng vẫn đứng form đc. Shop ib siêu tận tình còn đổi size giúp mình nữa nhưng vẫn rộng hơn mình tưởng hic. Rất thích cách làm việc của shop. Chưa kịp chụp nên lấy đỡ ảnh này. Sẵn tiện e pass áo trong hình luôn ạ:)) ai qtam vào trang e nha. Áo còn chưa tháo tag
20,samminxx,"2020-07-10 18:18 | Phân loại hàng: Đen,XL","Chất vải xịn,tuy lúc mở ra thì có nhiều chỉ thừa nhưng ko sao vẫn ok,1m68 mặc quần vào rất cao ống quần hơi dài với mình.Nói chung là ổn ạ"
20,hanbuingocthu,"2019-10-30 12:25 | Phân loại hàng: Đen,L",Quần siêu mát và chất không hề nhăn cực ưng ý ạ ❤️
20,maithichbontam,"2024-06-24 10:29 | Phân loại hàng: Đen,XXL","Màu sắc: đenChất liệu: goodĐúng với mô tả: goodhàng đẹp, chất mát, y ảnh"
20,nguyen_thi_tuyet_hong,"2020-01-11 13:08 | Phân loại hàng: Đen,XL","Quần vô cùng vừa vặn luôn, rất xinh nữa.   Hơi vô duyên nhưng mọi người ghé qua Lac Hong University ủng hộ cho nhóm mình với nha 💓  Đã ủng hộ shop nhiều và sẽ còn tiếp tục nữa, rất hài lòng luôn 😁"
20,Người dùng Shopee,"2019-07-06 13:28 | Phân loại hàng: Đen,S","Sản phẩm rất đẹp. Chất mát, dáng đẹp. Mình ưng quá trời quá đất luôn."
20,sd7hw1ltmh,"2024-06-17 19:25 | Phân loại hàng: Đen,S",Màu sắc: đenĐúng với mô tả: đúng với hìnhChất liệu: dày nha kh mỏng rất xứng đáng để muaaaaaaaaa
20,silkyhair,"2020-03-11 18:15 | Phân loại hàng: Đen,M","Mấy mẫu pant suông luôn là toplist của mình, rất thích kiểu dáng ở đây!!!"
20,myuyen.201,"2020-05-21 12:40 | Phân loại hàng: Đen,M",Vẫn cứ thích đặt đồ bên shop nhất ❤️❤️ Đồ chất lượng cao mà lại còn ship nhanh vô cùng 🤗🤗
20,thomthao1234509,"2021-10-16 20:01 | Phân loại hàng: Đen,XL",Vải đẹp shop nhiệt tình nhưng chân e dài qus mua bị ngắn chân e dài 103cm liền hic ib nhờ shop đổi vẫn được qtrong mình cod tiền hay kh thôi huhuu . Ủng hộ shop dài ạ
20,hatechitam,"2021-05-08 20:29 | Phân loại hàng: Đen,L",Vải quần rất bóng mặc trông già nnshdndndhdbxbbxbxbxnxnxnxnxnnxnxnxnxnxnxndnxnnxnxxn
20,thanhtho12,"2019-08-02 19:55 | Phân loại hàng: Đen,M",Hàng em mua lần 2 rồi. Chuẩn form lắm ạ. Mặc rất ưng ý
20,Người dùng Shopee,"2019-10-03 15:17 | Phân loại hàng: Đen,XS",Pass quần size xs do nhỏ mặc không vừa ạ
20,n*****4,"2023-08-24 22:02 | Phân loại hàng: Đen,M","2023-08-24 22:02 | Phân loại hàng: Đen,M"
20,Người dùng Shopee,"2020-09-27 12:11 | Phân loại hàng: Đen,L",Quần from đẹp tôn eo lắm ạ Mỗi tội vải quần mỏng nhưng vẫn cho 5 sao ạ Shop chiều khách và hỗ trợ khách tốt ạ
20,phan_dung.1309,"2021-01-08 09:15 | Phân loại hàng: Đen,S",trời áo bò siu đẹpp luôn quần chất mát ❤️
20,n*****0,"2022-12-20 15:29 | Phân loại hàng: Đen,XL","2022-12-20 15:29 | Phân loại hàng: Đen,XL"
20,d*****l,"2021-05-29 23:30 | Phân loại hàng: Đen,S","2021-05-29 23:30 | Phân loại hàng: Đen,S"
20,maithichbontam,"2024-06-26 10:31 | Phân loại hàng: Đen,XXL","hàng đẹp, xinh lắm ạ"
20,dutehe,"2022-05-23 08:55 | Phân loại hàng: Đen,S",Quần xink lắm ạ
20,6iuijf20sw,"2022-01-12 15:49 | Phân loại hàng: Đen,S",Chất lượng tuyệt vời
20,Người dùng Shopee,"2020-08-10 11:10 | Phân loại hàng: Đen,S",Quần mặc đúng dáng mà vải bóng như quần cũ ko mặc ra ngoài đc
20,tranthinq,"2019-10-31 05:27 | Phân loại hàng: Đen,XS","Vải mỏng, xấu không thể tả, xs mà như xl :)))"
20,viletuongvy,"2022-08-19 17:12 | Phân loại hàng: Đen,XL",Hàng ổn đẹp đangz mua nên đc thử 1 lần ạ k chỉ thừa ..............
20,hohonganh06,"2021-01-15 18:42 | Phân loại hàng: Đen,L",OMG Lưng quần jean rộng lắm mng nên cân nhắc nha
20,lensnhatchinhhang,"2024-07-06 20:04 | Phân loại hàng: Đen,S",Quần tây dáng xấu lắm. Huhu. Mặc lên nhìn chả ra làm sao
20,thanhtho12,"2019-07-17 14:03 | Phân loại hàng: Đỏ,M","Quần đẹp lắm ạ, em rất vừa ý"
20,n*****0,"2023-09-01 14:08 | Phân loại hàng: Đen,XL","2023-09-01 14:08 | Phân loại hàng: Đen,XL"
20,quangquang6688,"2021-02-02 19:08 | Phân loại hàng: Đen,S",Tạm ổn S r mà vẫn rộnggggggggggggggggggggggggggggggggggg
20,haiyen300618,"2024-06-17 11:49 | Phân loại hàng: Đen,XXL","Áo xinh , form chuẩn y ảnh, m5 mang sz S là vừa đẹp, shop ship hàng nhanh, tư vấn nhiệt tình, nên mua nha mn"
20,q*****7,"2020-11-04 16:53 | Phân loại hàng: Đen,L","2020-11-04 16:53 | Phân loại hàng: Đen,L"
20,chucchi3005,"2019-12-27 17:43 | Phân loại hàng: Đen,S",Quần êm lắm luônnn
20,lig.chee,"2019-10-17 03:08 | Phân loại hàng: Đen,M",giao hàng chậm
20,m.duye_n,"2019-11-30 17:27 | Phân loại hàng: Đen,M",Xinh
20,jillian1114,"2023-11-15 16:19 | Phân loại hàng: Be,XL",hữu ích?báo cáo
20,truchuynht,"2021-02-21 19:22 | Phân loại hàng: Đen,XS",hữu ích?báo cáo
20,qynki_816,"2024-07-20 11:06 | Phân loại hàng: Áo đen,L",hữu ích?báo cáo
20,dec28,"2024-04-29 15:37 | Phân loại hàng: Đen,M",hữu ích?báo cáo
20,haiyen300618,"2024-03-31 16:45 | Phân loại hàng: Áo đen,XS",hữu ích?báo cáo
20,haiyen300618,"2024-03-31 16:45 | Phân loại hàng: Áo đen,XS",hữu ích?báo cáo
20,haiyen300618,"2024-03-29 20:47 | Phân loại hàng: Áo đen,XS",hữu ích?báo cáo
20,haiyen300618,"2024-03-29 13:05 | Phân loại hàng: Áo đen,XS",hữu ích?báo cáo
19,j*****i,"2023-08-07 18:27 | Phân loại hàng: Đen Dây Rút,S","2023-08-07 18:27 | Phân loại hàng: Đen Dây Rút,S"
19,fuipham,"2023-12-17 14:30 | Phân loại hàng: Đen Dây Rút,S","Màu sắc: đen , size SĐúng với mô tả: HÀNG Y HÌNHQuần đẹp , như hình,  shop tư vấn size S mặc vừa y, quần như mong đợi, nên mua. Shop tư vấn nhiệt tình. Đã mua hàng mấy lần ở shop rồi"
19,a*****_,"2023-10-16 17:12 | Phân loại hàng: Đen Dây Rút,S","2023-10-16 17:12 | Phân loại hàng: Đen Dây Rút,S"
19,h*****s,"2024-01-27 01:12 | Phân loại hàng: Đen Dây Rút,S","2024-01-27 01:12 | Phân loại hàng: Đen Dây Rút,S"
19,maithichbontam,"2024-06-28 09:35 | Phân loại hàng: Xám Nhạt,XL","Chất liệu: đẹpĐúng với mô tả: đúngMàu sắc: beTìm mãi mới có cái quần form rộng như mong muốn, thấy mấy dancer, idol mặc mà tìm không ra, quần ống siêu rộng nha. 1m55 40kg mamg sz S , quần đẹp"
19,maithichbontam,"2024-07-24 09:34 | Phân loại hàng: Be,M",hữu ích?báo cáo
18,j*****i,"2023-06-03 20:41 | Phân loại hàng: Pumkin,L","2023-06-03 20:41 | Phân loại hàng: Pumkin,L"
18,j*****i,"2023-06-03 20:39 | Phân loại hàng: Pumkin,L","2023-06-03 20:39 | Phân loại hàng: Pumkin,L"
18,j*****i,"2023-06-07 18:39 | Phân loại hàng: Quà tặng,L","2023-06-07 18:39 | Phân loại hàng: Quà tặng,L"
18,22_cici,"2022-12-26 18:34 | Phân loại hàng: 10,M","Chất liệu: thunMàu sắc: kemĐúng với mô tả: đúngMá ơi đẹp, ôm người, xuất sắc lun đó tr ơiiiii 10d 1000d. Nênn mua nha mn"
18,tutuxuanana,"2024-03-12 15:04 | Phân loại hàng: Columbia,L","Đúng với mô tả: đúngMàu sắc: đúngChất liệu: thun gânShop dễ thương nhiệt tình vãi, mình ở xa ngại đổi trả nên lúc mua nhờ shop chụp ảnh sản phẩm trước khi gửi shop chụp cận không thiếu cái nào ;)))), chất lẫn form quảng châu đẹp lắm nhaaa, sẽ thêm shop vào toplist mua hàng cụa tuiii"
18,0kifocovh5,"2024-05-11 23:01 | Phân loại hàng: Hoa cúc,S",Màu sắc: white with a little blueĐúng với mô tả: như hìnhChất liệu: vải sợi mềm co dãnÁo xinh nắm ôm dáng hack eo nha cute phô mai que lun hợp với phong cách soft girl
18,phunghuebinh333,"2022-12-12 21:28 | Phân loại hàng: 5,L","Giá có hơi chát nhưng mà bù lại đẹp xuất sắc lun tr ơi vải k bị mỏng k lộ hình in sắc nét , vải cũng chất lượng , nên mua tiền nào của đó. Đẹp quáaa"
18,thaonhiqb2019,"2023-06-30 13:58 | Phân loại hàng: Pennes,M","Đúng với mô tả: đúngÁo quá đẹp quá keo lun, mang mát vs thoải mái lắm, nên mua nha mn"
18,y*****a,"2023-09-01 13:24 | Phân loại hàng: Pennes,M","2023-09-01 13:24 | Phân loại hàng: Pennes,M"
18,l*****h,"2024-03-19 07:59 | Phân loại hàng: Hoa cúc,S","2024-03-19 07:59 | Phân loại hàng: Hoa cúc,S"
18,doangialinh2709,"2023-06-12 14:22 | Phân loại hàng: Hình 8,S","đồ đẹp , dễ thương , chất lượng , mọi người nên ủng hộ shop nha , giao nhanh lúm"
18,n*****4,"2023-08-24 22:07 | Phân loại hàng: Pennes,S","2023-08-24 22:07 | Phân loại hàng: Pennes,S"
18,trinhhongnhuttuc,"2022-10-04 13:10 | Phân loại hàng: 9,XL","áo rất đẹp , giao hàng nhanh , nhưng mình có góp ý là shop nên để số đo cho mỗi size để khách dễ chọn size á"
18,n*****h,"2024-04-16 12:33 | Phân loại hàng: California,S","2024-04-16 12:33 | Phân loại hàng: California,S"
18,nhi3498,"2023-09-16 16:28 | Phân loại hàng: California,M","Chất liệu: thun co giãnĐúng với mô tả: đúng như hìnhMàu sắc: tramgwsĐồ dẹp lắm💋🍃, mng nên mua ạ"
18,plinhhhdzvcl,"2024-04-04 20:33 | Phân loại hàng: Hình 8,L","vải đẹp nha chất lượng cao, shipper siêu cấp thân thiện có điều đóng hàng hơi lâu"
18,bin318966220,"2022-11-07 11:49 | Phân loại hàng: 10,M",hữu ích?báo cáo
18,haiyen300618,"2024-03-24 16:51 | Phân loại hàng: Columbia,L",Shop tv nhiệt tình. Giao hangg nhanhhhh
18,j*****0,"2024-06-17 11:23 | Phân loại hàng: Hình 5,L","2024-06-17 11:23 | Phân loại hàng: Hình 5,L"
18,h*****7,"2024-03-31 09:38 | Phân loại hàng: Hoa cúc,S","2024-03-31 09:38 | Phân loại hàng: Hoa cúc,S"
